place_id,place_name,rating,total_number_of_ratings,price_level,address,city,zip_code
ChIJ5c4b8wYFBYgRFwtSMQdVZjs,edwardo's natural pizza,4.4,224,2,6831 w north ave,oak park,60302
ChIJRfms9uhGDW0RkAXtb9tWspc,angel food ltd.,5,5,nan,132 symonds street,auckland,1010
ChIJIa3YpyO6D4gRIeyImlnEa6A,crunch fitness - mount prospect,4.4,234,nan,225 w rand rd,mt prospect,60056
ChIJe4XBe7evD4gRlXizYLVyPQg,deli time inc,nan,nan,nan,150 n martingale rd,schaumburg,60173
ChIJ79aJ6DDSD4gR1V1DSROXxEI,anna maria pasteria,4.4,114,2,4400 n clark st,chicago,60640-5404
ChIJ5ZdNQgrqyIARjnQ0qOdMxHg,diy flavor shack inc.,4.9,71,nan,3231 n decatur blvd #134,las vegas,89130
ChIJS0GItGc0DogRZbC1p5BMzxg,el nuevo vallarta sports bar & grill,3.8,901,2,6801 cermak rd,berwyn,60402
ChIJ71TxInkE9YgRPhK6j9nHdzc,koda imports,5,2,nan,250 spring st nw 6 - w361a,atlanta,30303
ChIJgfwH4olNDogRqnHd-c0W3UQ,quest food management services,2.7,22,nan,2500 s highland ave #250,lombard,60148
ChIJHfS1FocsDogRu9AuDPZBjMg,cafe society,4.2,5,1,1801 s indiana ave,chicago,60616
ChIJ288XXf5oOzIRIi7kHa801Hg,haru,4.4,343,2,"7, lorong gunung juo",88300,kota kinabalu
ChIJ17_pcZw6DogRSJZCEO00DyU,la playita restaurant,4.1,299,2,4056 sw hwy,hometown,60456-1134
ChIJSb3R6jspDogRuVDmSvtlq7g,uchicago medicine,3.3,379,nan,5841 s maryland ave,chicago,60637
ChIJSb3R6jspDogRuVDmSvtlq7g,uchicago medicine,3.3,379,nan,5841 s maryland ave,chicago,60637
ChIJrfJXhuQvDogRgl-GetTs-sE,katie lee's,nan,nan,nan,2749 w 79th st,chicago,60652
ChIJJej8JOK_yJQRqNhQUcJ0flY,china fan,4.5,112,nan,"r. trinta e um de março, 61",paulínia,13140-340
ChIJazIzjN4J9YgR_MK08DNpJ48,wingking express,4.5,224,1,5600 buford hwy ne suite 102,doraville,30340
ChIJqxFp3mQuDogRSKnXKmL3Fls,positano's pizza,4,113,1,4844 s ashland ave,chicago,60609-4269
ChIJ38dLzOAdDogRAe0CwHJfht0,blue sharks fish and chicken of south chicago heights,4.2,197,2,3332 chicago rd,south chicago heights,60411-5423
ChIJp2RTgRPLD4gR6WJlvzFWmUw,easy easy fast food,3,2,nan,6924 w grand ave,chicago,60707
ChIJ4_ACVyktDogRyQAOC43ki3E,pasta puttana,4,1,nan,1407 w grand ave,chicago,60642-6332
ChIJy0gkbBDSD4gR5TgZKCbZpis,taco in a bag,4.3,447,1,4603 n lincoln ave,chicago,60625-2007
ChIJBwPtMOi6D4gReIDn5KniCcs,sushi ai,4.2,150,2,710 w euclid ave,palatine,60067
ChIJH0b2cRbKD4gRA-pupqX0xPg,the original mama mia's pizza,3.6,90,1,4638 n cumberland ave,chicago,60656-4237
ChIJ76Q2dp7RD4gR49yOuPuiRwg,rice thai asian kitchen,4.6,83,1,1136 w thorndale ave,chicago,60660
ChIJa0aUcOLND4gRGfyGxaMfy8A,habibi's grill,4.6,121,1,3246 w foster ave,chicago,60625-4828
ChIJm4mV9rg0DogR1FhvC4jwu5o,maya del sol,4.5,903,2,144 s oak park ave,oak park,60302
ChIJK7aBCboxDogRmnmfGfsQylg,los mangos,4.4,159,nan,5758 s pulaski rd,chicago,60629-4437
ChIJUSX8f9Jx44kRSmWNvBtmmP4,adriana’s,4.5,179,1,19 main st,winthrop,02152
ChIJgfIS-c31DogRb5ns9PyG99Q,vita bella pizza,4.2,340,2,12443 il-59 ste 115,plainfield,60585
ChIJCROb8zfFD4gR66pLTOXquEw,butterfield kitchen,nan,nan,nan,1187 wilmette ave,wilmette,60091
ChIJx1LaUYwoDogRIkHJ11aKYc4,taco bell,3.6,981,1,7856 s stony island ave,chicago,60649
ChIJ-VYPLRrZEYgRT58loo35-y0,dos sabores,4.4,95,nan,1510 119th st,whiting,46394-1733
ChIJZ52T7c7iEogR0yETfwHBywg,center for healthy living,3.9,73,nan,1400 w state st b,west lafayette,47906
ChIJXXdHNqnSD4gRcx8dmwJALm8,adt,4.3,6,nan,2627 w division st,chicago,60622
ChIJKZ6EbzozDogRafePBWIOzr8,tortas futboleras,3.9,22,nan,3117 w 26th st,chicago,60623
ChIJSwFGEU7SD4gRKyTJMoRTiZ0,messners wrigley grille,3.7,3,nan,3553 n southport ave,chicago,60657
ChIJG4G-Ya0sDogRoHaQXnpcG74,true food kitchen,4.6,1019,2,1 w erie st,chicago,60654
ChIJHees4RLND4gRmnvzkFhaqUU,taqueria teloloapan,nan,nan,1,3641 w fullerton ave,chicago,60647-5961
ChIJZUuKIzeoqEwRGKbk_rVOCMs,st. andrews inn & suites,4.3,132,nan,111 water st,st. andrews,e5b 1a3
ChIJgXLY3tHSD4gRzRO4g7Ljdhk,la pasadita,4.1,1336,2,1140 n ashland ave,chicago,60622
ChIJwYSlqjUzDogRP_nGr3pn-WA,sony's submarine,4,98,1,5124 w chicago ave,chicago,60651
ChIJkauBe7IsDogRoM4QZ64RCus,fcb chicago,4.3,6,nan,875 n michigan ave,chicago,60611
ChIJQa2divPeQIYRfq5t1NFP4iY,wazobia african market,4.4,949,nan,16203 westheimer rd,houston,77082-1247
ChIJ9cVCcDh9WogRH660Gu1YE-0,cafe one 11,4.4,199,2,111 broyles dr,johnson city,37601
ChIJq6om9QPTD4gRsv7_s9DjnLQ,old grounds social,4,148,2,950 w wrightwood ave,chicago,60614
ChIJ0wkk4FsBOxMRVxntRvwjhiY,midnight café,4.5,632,2,"via spitillo, 8",81030,lusciano
ChIJS5z2BFAys1IRUXaxnsnvXlw,sammy’s avenue eatery,4.8,177,1,1101 w broadway ave #1,minneapolis,55411-2594
ChIJeRycM1OzD4gRoAD6EGmqa7w,rede boutique,5,4,nan,146 n york st,elmhurst,60126-2806
ChIJh8GM1Va8Yo8RyKj_JQC0N6s,café albania,4.5,1064,2,ruta de las flores,apanhecat
ChIJC9Lj7mBJa4gRa5kAd26YimA,royal fish and chicken,4.1,279,nan,10030 e 38th st,indianapolis,46235
ChIJQWpZbEEuDogRuQsgLDWusYA,champs food group,nan,nan,nan,1951 w garfield blvd,chicago,60636-1147
ChIJw2X5TYYnDogR7QG07LEsbT4,ruby's hot grill,3,1,nan,3335 e 106th st,chicago,60617-6507
ChIJfSqodg452YARx5NQitLPL_A,carlitos way,2.5,2,nan,blvd. gustavo diaz ordaz 955,22117,tijuana
ChIJm_C9BeLND4gRfmRf1OlwTNE,smokey bears bbq house,5,2,2,3314 w foster ave,chicago,60625-4813
ChIJs70NKyEbMYgRThhdqKgMpL4,greenville inn,4.2,176,1,7150 pine st,chagrin falls,44022
ChIJp-kIL6nTD4gReF8DhjPC0JY,mixteco mexican grill,4.2,201,1,847 w belmont ave,chicago,60657
ChIJb2vH46bSD4gRSjAwZjS1dfQ,t & c meats,3.5,2,nan,2701 w north ave,chicago,60647-5236
ChIJw7G_zBPND4gRxuTgGAxVKjA,l' patron,4.4,1198,1,3749 w fullerton ave,chicago,60647-2330
ChIJ1yvtsyXSD4gRNBTYAu7u2zg,coco vietnamese sandwiches & pho,4.7,177,1,1613 w lawrence ave,chicago,60640
ChIJdxvhYGDND4gR-x5wrJYKKkw,super jalapeno grill,4.2,83,1,2910 w armitage ave,chicago,60647
ChIJ-W11yqc0DogR7rRZqW8P9Is,la bella pasteria,4.6,112,2,1103 south blvd,oak park,60302
ChIJ_XbdakzTD4gR5JW5UDp0we8,t&d electrical contractors | local & licensed electricians chicago,5,18,nan,1122 n dearborn st apt 17h,chicago,60610
ChIJ005GHyMzDogRVLO-RCIyTbo,sunny sub,3.8,84,nan,5144 w madison st,chicago,60644-4111
ChIJKUVOl4HRD4gRTvf-YFSUd1Y,papa john's pizza,2.3,116,1,5359 n broadway,chicago,60640
ChIJM3mO6abSD4gRoYkncBYtj2s,best sub,3.9,68,1,2653 w north ave,chicago,60647-5248
ChIJOWaCvVMzDogRwwgVq7q81iM,coleman's 2 ribs & tips,4,579,1,5754 w chicago ave,chicago,60651-2623
ChIJByArCqssDogRQd9jxQfrE9c,@properties - chloé ifergan - chloé ifergan group,5,1,nan,212 e ohio st #200,chicago,60611
ChIJGw-5crLSD4gRZLXGsJeRHDY,andrzej grill & restaurant,5,2,2,1022 n western ave,chicago,60622-3565
ChIJKZFrBFDFIogRZELYkrqSlOg,mason depot diner,4.6,305,1,111 mason st,mason,48854-1125
ChIJ-fhzu7ssDogRSqvRjX0spKE,la bamba jalisco,4.2,133,1,105 w madison st,chicago,60602
ChIJS9c7iQPTD4gR3MhNQChDijE,salt & pepper diner,4.3,18,2,2575 n lincoln ave,chicago,60614-2313
ChIJzzJFgI8wDogRbVqqBzx3Xhk,wyeth j jordan d.o.,nan,nan,nan,4901 w 79th st 2nd floor,burbank,60459
ChIJ5QTyz2_3GYgRGeX7S1lbGSc,uncommon coffee roasters,4.6,252,2,127 hoffman st,saugatuck,49453
ChIJW88KeihSBogRPiAEp0LJtmY,great clips,4.3,104,nan,6528 monona dr,monona,53716
ChIJzSv1jqjTD4gRFn9OJacePm0,amzi mediterranean grill,nan,nan,2,3113 n halsted st,chicago,60657-4436
ChIJVVVVVTkzDogRROU2hJEGlm0,mommy mo's inc,nan,nan,nan,chicago,60644
ChIJ-8rEpy0zDogRIzJZL9rq3lY,marathon gas station,3.6,5,nan,801 n cicero ave,chicago,60615
ChIJ01Vk70TND4gRmIUwqETOtuw,la perla tapatia,4.5,88,1,3251 w north ave,chicago,60647-4913
ChIJV1FNH0rTD4gR_5-6mVTJSQ4,badhappy poutine shop,4.4,19,nan,939 n orleans st,chicago,60610
ChIJe3EvZewZBYgR_k-o9uLs6K4,super taqueria don pancho,4.3,140,1,1336 s 7th st,milwaukee,53204-2824
ChIJyYjDytLTD4gRegmiSrvqeQ4,gigio's pizzeria,4.4,600,1,4643 n broadway,chicago,60640
ChIJ1e9bE6wsDogR-SztbxGp6mk,dylan's candy bar,4.3,2577,2,663 n michigan ave,chicago,60611
ChIJGRZpRAnTD4gRTZopjSLqaPM,fatty's burgers & more,4.4,18,nan,2665 n clark st,chicago,60614
ChIJGw2Wd5UdEYgRzLNLXMnhRcE,the grove restaurant,4.9,14,nan,16220 lakeshore dr,union pier,49129
ChIJ95pUZQopDogRURQPipSHtJU,57th street grill,4,2,nan,chicago,60637
ChIJdYuoqawxDogRZsxNq6eooB0,madre mia veggie cafe & juice bar,5,2,nan,4344 w 63rd st,chicago,60629-5039
ChIJr-1DeDLTD4gRkRuK-xjoLx8,kendall college,4.2,55,nan,900 n north branch st,chicago,60642
ChIJMXN5PeXND4gRSiG6NW68HcA,al khyam bakery & grocery,4,33,1,4738 n kedzie ave,chicago,60625-4421
ChIJ55GD6G4uDogRyzRaezg9k7c,iglesia cristina el buen sembrador,5,4,nan,1838 w 50th st,chicago,60609
ChIJQ5oelegtDogRk3rTWmFi2Uo,taqueria archer,3.7,419,1,3623 s archer ave,chicago,60609-1043
ChIJL4KQMTfTD4gRKCm2ZY7c6Jw,city farm chicago,4.6,5,nan,550 w division st,chicago,60610-1715
ChIJ858Ro1MuDogRYNsni3Mqeks,kennedy sub,3.5,76,1,6252 s ashland ave,chicago,60636
ChIJJe-O-t_RD4gRNLnlHsRN7UI,karachi chat house,4.1,394,nan,2301 w devon ave,chicago,60659
ChIJkcC049QxDogR6XMDk-S_fho,la mixteca poblana,4,43,nan,3048 w 63rd st,chicago,60629
ChIJbc7_6GrSD4gR4qHsiBUyLYE,danny’s egghead diner,4.6,204,nan,2012 w irving park rd,chicago,60618
ChIJnSkMLYDLD4gRblkWYAfJYb4,the dog stop,4.3,468,1,6100 w belmont ave,chicago,60634-4003
ChIJVa8d3gTTD4gRPDEi0nMQvXc,buffalo wild wings,4,1346,2,1832 n clybourn ave,chicago,60614
ChIJEWPYkLQJ9YgRhshvrAUHkio,taqueria el pariente,4.1,107,nan,5499 buford hwy ne,doraville,30340-1143
ChIJMQJ6HassDogRNX7sIg7QHus,indian garden restaurant,4,1502,2,247 e ontario st,chicago,60611
ChIJufSKha7ND4gR2ciOnoSPJpU,diego's picanteria,nan,nan,nan,3443 n milwaukee ave,chicago,60641
ChIJ-8QCvictDogRe8zMYLMFod0,clean bean,nan,nan,nan,1308 w randolph st,chicago,60607-1514
ChIJcRPEecv1BYgRs13v_r2Cyn4,dip in the bay,4.7,77,1,105 n walworth ave,williams bay,53191
ChIJFxV6T97RD4gR6miazdGU2iI,sukhadia's sweets and snacks,3.1,220,1,2559 w devon ave,chicago,60659-1841
ChIJT1WLx4soDogRuKiQjAHYQl4,farafina's restuarant,nan,nan,nan,1713 e 79th st,chicago,60649
ChIJK4K6QMtPwokRCK4rh_D1YsQ,7 days,4.1,36,nan,364 bay st,staten island,10301-3206
ChIJi7n3rE8qK4gRgNBWJSAgtac,jung soo ne korean restaurant,4,142,2,390 steeles ave w #5,thornhill,l4j 6x2
ChIJQXlXDfcsDogRM1ZP-aoKUB8,taco palacio,4.3,33,nan,1700 s halsted st,chicago,60608-2330
ChIJN5AVAeLRD4gRqRd2Nz0JqGo,fishing cat restaurant,4.7,3,2,2706 w peterson ave,chicago,60659
ChIJTbL0_sQXXIgRmrNflbYf2dw,the tomato head,4.5,1560,2,12 market square,knoxville,37902-1404
ChIJL39t2_EsDogR3n6ROZIE9qk,express grill,4.4,231,1,1260 s union ave,chicago,60607-5034
ChIJ4R0YNxfLD4gRC4m2Qddld90,abram gale,4.3,166,2,2366 n neva ave,chicago,60707-2801
ChIJg8UHbrpgXIYR8Csknm-Vf7o,taco tote san antonio,4,1355,2,i-10,san antonio,78230
ChIJ3xPRSa7RD4gRdgU0FMPiNI4,los portales mexican restaurant,4.1,97,1,1418 w morse ave,chicago,60626-3480
ChIJ0z6JOKU3O4gROe48Grab3Yo,lincoln perk,4.8,56,nan,3461 fort st,lincoln park,48146
ChIJ3y-rbzkpDogR3iELQ05pCC8,uchicago medicine duchossois center for advanced medicine - hyde park,4.5,67,nan,5758 s maryland ave,chicago,60637
ChIJw8u_fokuDogRX_5efuuIOBk,sabrina sub,nan,nan,nan,5100 s racine ave,chicago,60609-5011
ChIJYZbHo0zTD4gReP8dX6Qfaco,think simple,5,2,nan,770 n lasalle dr,chicago,60610
ChIJiSw9CkRSEYgRzLvMvSA1akY,dragon express restaurant,4.5,196,nan,1923 n michigan st,plymouth,46563
ChIJISnDwfkoDogR0l9IHGPAJdo,shark's fish and chicken,3.8,258,1,1734 e 71st st,chicago,60649
ChIJAS8VLtgoDogRCn9ZUvNGfVs,eli's grab-n-go,nan,nan,nan,6652 s langley ave,chicago,60637-4135
ChIJAS8VLtgoDogRcYCkOtfVxEM,j b gee's bbq,4,5,nan,6652 s langley ave,chicago,60637-4135
ChIJzT4xrXzMD4gRJla_YDZy_5w,mariscos la bahia,4,1,nan,3365 n central ave,chicago,60644-2226
ChIJz_xRqJ1NDogR8vVLIX2zBTE,shawarma express,3.9,325,1,898 e roosevelt rd,lombard,60148
ChIJ_24whu_SD4gRHteCQLI3ErE,wendy's,3.9,1034,1,2312 n ashland ave,chicago,60614
ChIJPTVDplLLOYgRi98WDUnId3Q,happy bean coffee shop,4.6,155,1,221 s main st,mt vernon,43050-3303
ChIJwbT5X5TND4gRr1yuXAnCWfk,the fast burrito (el burrito rapido),3.3,149,nan,3414 w irving park rd,chicago,60618
ChIJIQhW2yk8Ko4RPl63OO6MpiU,hosteria hacienda pueblo viejo,4.1,93,nan,pan american highway
ChIJEW2tbRDSD4gRc-YgpeqKgZs,fork,4.3,541,2,4600 n lincoln ave,chicago,60625
ChIJ2T2T6oUoDogR0GlbkJxtUbk,turkey time bbq & grill,2.8,8,1,8301 s stony island ave,chicago,60617-1719
ChIJlayma2bLD4gR8cG0Ah7oQUs,tony's chinese & american restaurant,4.5,116,1,6347 w grand ave,chicago,60639
ChIJY24vCilxD4gRmCGJOraOynQ,the snuggery in mchenry,4.1,486,2,801 n river rd,mchenry,60051-5852
ChIJ81cR9K_PD4gRr69W5A94jlA,brown's chicken,4.2,269,1,3949 oakton st,skokie,60076-3431
ChIJmzC5PrUxDogR4wgF9Xou8Wk,pizza giornos,3.4,5,nan,3956 w 63rd st,chicago,60629
ChIJLYZyJWwpDogRkhMxygzEGmo,nathan's chicago style,3.9,135,1,1372 e 53rd st,chicago,60615-4046
ChIJFU0Z_NDSD4gRnjaHlDG4fqY,seadog sushi bar,4.3,231,2,1500 w division st,chicago,60642
ChIJNQmZpAQpDogRT9qDh0GWJfY,leon's chicago best,3.2,386,2,1528 e 63rd st,chicago,60637
ChIJA_ADNLosDogR8V24sUYvcnQ,qdoba mexican eats,4.1,467,1,100 n lasalle st suite 100,chicago,60602
ChIJd3H4MbrRD4gR7gOLKhmH2AI,clark supermarket,5,2,nan,6647 n clark st,chicago,60626-4016
ChIJZxsJv1ApDogRD-4jzVbxCfs,simply soup salad & sandwiches,4.5,259,1,635 e 47th st,chicago,60653
ChIJRVdp7a0sDogR_T2mg6oUc6o,american medical association,3.9,14,nan,330 n wabash ave,chicago,60611
ChIJn7fIAnsyDogROPlgsX5HJgg,caspian kabab fine persian cuisine,4.4,163,nan,1413 n ashland ave,chicago,60622-8747
ChIJH0lV0gE3DogRqd2E1zZw5bY,mary's coffee,nan,nan,nan,6136 s archer rd,summit,60501
ChIJlYuawcUtDogRQtB-Nzgmo8o,nicky's carry outs,4.7,200,nan,3501 s western blvd,chicago,60609-1020
ChIJxULR0i0kDogRWbnNqO6UMhY,jacks famous wings & sandwiches,4.2,62,1,100 w 111th st,chicago,60628
ChIJi8sGskMyDogREUQ7cQWiFvo,las tres campanitas,4.5,113,1,3808 w 26th st,chicago,60623-3807
ChIJGbLD-sAsDogRSPIImpjwUIM,union station,3.9,29,nan,chicago,60606
ChIJ469YG6ssDogRLTAOXRQL4rQ,ron of japan,4,287,3,230 e ontario st,chicago,60611
ChIJKZkbvl4oDogRMqjLM3WTRh0,a.p. deli,4,339,2,1759 e 75th st,chicago,60649
ChIJRXQn7X0hDogRn-JOU7JBfz0,south holland gyros,4.7,229,1,119 w sibley blvd,south holland,60473-1049
ChIJ4_14St4sDogRExNm2iL5LCI,pizza hut express,4.2,32,1,1101 w jackson blvd,chicago,60607
ChIJMYsxlKQoDogRrOkmUxbGdOk,uncle john's bbq,3.8,661,2,8249 s cottage grove ave,chicago,60619
ChIJv26W8tzND4gRn7jkLx_hMuo,el poblano restaurant bar,nan,nan,nan,chicago,60625
ChIJC3cvjtzND4gRMDZwm4Vk5a4,el gallo bravo s. n .🏠,4.1,371,1,3714 w lawrence ave,chicago,60625-5713
ChIJB9U6sacPD4gRPNiVdYWfeGU,hong kong chef chinese,4.1,71,nan,533 s 8th st #2104,west dundee,60118
ChIJWSZGhyDMD4gRURtZCY7KbYk,hunan spring restaurant,4.3,80,1,5279 n elston ave,chicago,60630-1639
ChIJ-7r5qHrND4gRgmIpiTEL5Nk,lula cafe,4.7,1794,2,2537 n kedzie ave,chicago,60647
ChIJY-KhR2gB0oURjBKV-j3xF7o,"paleteria. y neveria. ""lupita""",4.7,34,nan,sostenes rocha #22,01120,ciudad de méxico
ChIJj1g8yLXTD4gRZilem8aaxXA,vops chicago,4,3,1,3913 n sheridan rd,chicago,60613-2925
ChIJw5GKpT2xD4gRe6DPhwTszMI,"house of spices: elk grove village,il",3.3,14,nan,2121 touhy ave,elk grove village,60007
ChIJ7RTgrnMuDogR9qDvAUVKHFQ,elaine's chop suey restaurant,3.3,168,2,4512 s damen ave b,chicago,60609
ChIJXWF6nNgzDogRxXRzktE4dYo,baba's famous steak & lemonade,2.6,21,nan,3407 w madison st,chicago,60624
ChIJc_DwtgktDogRSh34dSdnNAw,taqueria el mezquite,4.3,316,1,1756 w 18th st,chicago,60608-1914
ChIJXYZEh8osDogRKhzAjNNEeUY,mike george fitness system,5,5,nan,314 w superior st,chicago,60654
ChIJOZwwWdDND4gRGStZWpwHXow,bub's place,nan,nan,nan,5800 w irving park rd,chicago,60634
ChIJ2yVkxio3DogR848HqQc-sJ8,vince's restaurant & pizzeria,4.3,320,1,6217 w 63rd st,chicago,60638-5009
ChIJ9dyoG7QvDogROB2dH-ed5yI,jj fish and chicken,4,254,nan,6659 s damen ave,chicago,60636-2518
ChIJ_9yh-m3PD4gRJ-1U1wPzyNY,oberweis ice cream and dairy store,4.4,341,2,4811 dempster street,skokie,60077
ChIJOQyW1tDLr4kRZlaz3ka_6lI,corner shop inc,4.5,31,nan,1147 nc-561,aulander,27805-9208
ChIJDfwEQdfND4gRnYKtZfkH7-4,gt's fast foods,4.2,92,1,5016 n pulaski rd,chicago,60630-2707
ChIJG32zvLssDogR7JbxYMq4TnI,the college of chicago,4.9,10,nan,19 s lasalle st #802,chicago,60603
ChIJKwvSZGxhDogRifdavBLCiK4,pizza for u,3.9,252,nan,116 s larkin ave,joliet,60436
ChIJ5azOAKk6DogRTwsbdL5uJGM,carmen's cafe,nan,nan,nan,3300 w 87th st,chicago,60652
ChIJEw7mHgXTD4gR8r7fCZ1_lj4,icompute cafe,5,1,nan,2461 n lincoln ave,chicago,60614-8480
ChIJCy2O5irSD4gRDbbrcSjxMVs,tank noodle,4.4,1510,1,4953-55 n broadway,chicago,60640-3001
ChIJryTn1BEoDogRn8SUVReuRm4,rocky's pancake house,4.3,169,1,2948 e 83rd st,chicago,60617-2135
ChIJE0Xswd0xDogRhzP6l9A40Uw,big al's,4.2,123,nan,5335 s kedzie ave,chicago,60632
ChIJQ6T6moMPD4gRDZ6KzP-cdzQ,bennigan's,4.4,511,2,495 airport rd,elgin,60123-9356
ChIJO3MrQjUtDogRdXC31EjzezA,sprout home,4.6,199,nan,745 n damen ave,chicago,60622-5518
ChIJsb9l2kzTD4gRdsM3CBj_XAg,bel 50,4.2,13,1,738 n clark st,chicago,60654-3502
ChIJTc53p5stDogRyITW7kWrVno,speedway,3.5,12,2,2303 s western ave,chicago,60608
ChIJ0aJImYH3C4gRmOZImDpPLAs,chi-town tap,4.4,9,nan,809 s illinois st,streator,61364-3536
ChIJaYQYcHw6DogRfqQco2qC4J8,five star furniture inc,4.7,177,nan,8816 s cicero ave,oak lawn,60453
ChIJjx4IarMxDogR2V9az2DB9Bc,los payasos,nan,nan,nan,6242 s pulaski rd,chicago,60629-4610
ChIJrRSNfRZ45kcRb4xm0a0dVM8,le nutri-club center (herbalife nutrition) - palaiseau,5,2,nan,2 allée des garays,91120,palaiseau
ChIJ0T8HfU40DogRhu_PPf0QF2c,jcpenney,4.2,937,2,7507 cermak rd,north riverside,60546
ChIJA6H6067TD4gRsxth8L1JbR8,autentico 5 de mayo,4,1,nan,3223 n clark st,chicago,60657
ChIJUcXaib4sDogR7tb359cBGwE,luke's italian beef,4.3,845,1,215 w jackson blvd,chicago,60606
ChIJsW1FDDTQD4gR-vu5APAlUnM,fato fast food inc,nan,nan,nan,2049 howard st,chicago,60645-2113
ChIJ_3YK0AC2D4gRiLRamTsZNtA,perks coffee and gift shop,4.5,15,nan,9300 w bryn mawr ave,rosemont,60018
ChIJCUYrhKIsDogRnAk-Hb0sVBM,cafecito,4.6,1251,1,26 east ida b. wells drive #1,chicago,60605
ChIJh_2702spDogR41jhyNK4rfs,harold's chicken shack fish & pizza,3.6,543,1,1208 e 53rd st,chicago,60615
ChIJ7bivnRY0DogR0sOtFVEpYEE,tastee corner cafe,4.6,297,1,3207 oak park ave,berwyn,60402
ChIJLxZ_vMqjrFQRekwvrteyC4o,the red canary,5,3,nan,1237 filer ave e,twin falls,83301
ChIJZXbBx0jTD4gR0VFyfBXbT5Q,quiznos,4.5,137,1,164 w division st,chicago,60610
ChIJP5va9c0oDogRg6r3xUSPe5k,kingfish seafood,4.2,281,2,413 e 71st st,chicago,60619-1104
ChIJCbvTmx_OD4gR3Vzb-6199xM,joe's jjj dawg ranch,nan,nan,nan,6234 n california ave,chicago,60659
ChIJS2M_35K8rIkRfg3AOGZ0sjM,jordan dam mini mart,4.2,10,nan,8036 moncure pittsboro rd,moncure,27559-9798
ChIJXavfuCo3DogRbqGCEp63it4,parisi's drive-in,4.4,221,1,6216 w 63rd st,chicago,60638-5010
ChIJaVC9w_0rDogR5r4ABW6rbkI,sip & savor chicago,4.7,295,1,528 e 43rd st,chicago,60653
ChIJL923Odg1DogRYF6erJEReDc,"kinard kare, inc.",5,4,nan,1922 maple ave,berwyn,60402
ChIJW9hNW0DSD4gRRSgIPp6bD70,timber lanes bowling alley,4.6,199,nan,1851 w irving park rd,chicago,60613
ChIJ7RRTZxXOD4gRGtsnHNfBrH0,burger king,3.8,319,1,6261 n lincoln ave,chicago,60659
ChIJ7Qj9yqjTD4gRbYdzJ-BgWVw,kane property management corporation,2.7,3,nan,806 w belmont ave 2nd floor,chicago,60657-9021
ChIJBWO2VJPSD4gR9TLN6I84QJU,bucktown beanery,3,2,1,2158 n damen ave,chicago,60647
ChIJdf5LHzR_hogR6czIUzU0VV4,alabama,nan,nan,nan
ChIJw8u_fokuDogRX_5efuuIOBk,sabrina sub,nan,nan,nan,5100 s racine ave,chicago,60609-5011
ChIJbwqP9P8tDogRjQQshKq_b7E,dino's carry-outs,4.5,152,nan,4135 s archer ave,chicago,60632-1824
ChIJ0SbEyk5cwokRSM0uBtzQRaU,caoba brooklyn bistro,4,368,nan,100 jamaica ave,brooklyn,11207-2046
ChIJg9AbtWewB4gRi-837VnEuOA,hop haus brewing company,4.5,152,nan,231 s main st,verona,53593
ChIJCR2Zc-GoD4gRiKORA5bkIhw,little sicily pizzeria,4.2,127,nan,1409 w schaumburg rd,schaumburg,60194
ChIJjexcCRfTD4gR-o-QiCzEG78,hotdogeria,nan,nan,1,711 w armitage ave,chicago,60614
ChIJs6QHZcfSD4gRjxm02WFG0VE,cippolina,4,3,nan,1543 n damen ave,chicago,60622
ChIJWVRl9avTD4gR4Q9SWZgZJF8,my place for tea,1,1,nan,3210 n sheffield ave,chicago,60657
ChIJ0TUOFHTQD4gRBXGcmMEiSpU,northwestern university knight lab,4,8,nan,1845 sheridan rd,evanston,60208
ChIJX7s6BALND4gRJx_uXfUha_0,cozy corner restaurant & pancake house,4.4,1052,2,4356 w diversey ave,chicago,60639
ChIJWXEWAp4lDogRjxuKGMN6Wgo,tony's original philly steaks,3.9,279,nan,1400 w 95th st,chicago,60643-1328
ChIJM-u9Cb4ZBYgRjduIsJbeIA8,fixture pizza pub,4.6,518,2,623 s 2nd st,milwaukee,53204-1616
ChIJ9UKUaSEuDogRhahO7b2Kfs0,hong kong restaurant,4,148,2,2757 w 55th st,chicago,60632
ChIJpUoUKEzFD4gRF5Kb6rQTQ_s,starbucks,4.2,67,2,2114 central st,evanston,60201
ChIJ7e6eb7QsDogRTsGPd77cQDw,cyrano's cafe & wine bar,3.3,20,2,233 e lower wacker dr,chicago,60601
ChIJFXF1vdnBIogRBU5EhiU60-U,new daily bagel,4.6,169,1,309 s washington square,lansing,48933-2114
ChIJud_CbhHTD4gRMj1Cb9gTXxo,dairy queen (treat),4,108,1,2200 n lincoln ave,chicago,60614-3718
ChIJLfhH9PPvFYgReFf3h2cWscY,seattle's best coffee,1.8,5,1,fort wayne,46809
ChIJcxxlktHND4gRbWIzDFskH-8,marie's pizza & liquors,4.3,577,1,4129 w lawrence ave,chicago,60630-2821
ChIJncfTdqE5DogRmFA-07SUQIA,selma's sweets & frozen treats,4.3,189,nan,7205 w 103rd st,palos hills,60465
ChIJKdF9hUUyDogREEjV4-dHyuY,macrochasa cyber cafe,nan,nan,nan,4052 w 26th st,chicago,60623-3734
ChIJPT7u7YTND4gRCn0T7AJHGDU,mati's café & lounge,4.6,48,nan,5301 w belmont ave,chicago,60641
